Date,Location,Nitrogen dioxide,Ozone,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,CCG
2011-06,Watford Town Hall,26.776734738691257,,19.20368357487922,,,Watford
2011-07,Oxford High St,54.84266012155213,,20.44127387144568,,,Oxford
2011-07,Oxford St Ebbes (Cal Club),,41.244071146245055,,,,Oxford
2011-07,Reading - Caversham Road,38.897971652003896,,25.491931410883016,,,Reading
2011-07,Reading - Kings Road,,,20.936927302477795,,,Reading
2011-07,Reading - Oxford Road,28.240469599665364,,19.103158774028543,,,Reading
2011-07,Reading Caversham Road,38.897971652003896,,25.491931410883016,,,Reading
2011-07,Reading Kings Road,,,20.936927302477795,,,Reading
2011-07,Reading Oxford Road,28.240469599665364,,19.103158774028543,,,Reading
2011-07,Watford Town Hall,30.091806919121076,,20.018817204301076,,,Watford
2011-08,Oxford High St,48.78021271622253,,15.955388031790559,,,Oxford
2011-08,Oxford St Ebbes (Cal Club),,31.69614852188485,,,,Oxford
2011-08,Reading - Caversham Road,35.67433296600548,,27.205962127363545,,,Reading
2011-08,Reading - Kings Road,48.0651273971127,,26.78635038166739,,,Reading
2011-08,Reading - Oxford Road,29.84426277650649,,16.9008064516129,,,Reading
2011-08,Reading Caversham Road,35.67433296600548,,27.205962127363545,,,Reading
2011-08,Reading Kings Road,48.0651273971127,,26.78635038166739,,,Reading
2011-08,Reading Oxford Road,29.84426277650649,,16.9008064516129,,,Reading
2011-08,Watford Town Hall,31.643888888888892,,16.818792270531404,,,Watford
2011-09,Oxford High St,47.490244839701354,,20.967125286041192,,,Oxford
2011-09,Oxford St Ebbes (Cal Club),,32.6425340360123,,,,Oxford
2011-09,Reading - Caversham Road,43.68893619175421,,28.444123303167412,,,Reading
2011-09,Reading - Kings Road,47.449358131487514,,37.9384894837555,,,Reading
2011-09,Reading - Oxford Road,33.72796837499422,,21.604902641218434,,,Reading
2011-09,Reading Caversham Road,43.68893619175421,,28.444123303167412,,,Reading
2011-09,Reading Kings Road,47.449358131487514,,37.9384894837555,,,Reading
2011-09,Reading Oxford Road,33.72796837499422,,21.604902641218434,,,Reading
2011-09,Watford Town Hall,34.28055555555555,,21.133255693581777,,,Watford
2011-10,H&F Shepherd's Bush,73.93891304347827,,32.7,,,Hammersmith and Fulham
2011-10,Oxford High St,54.03473752754959,,20.237604126822216,,,Oxford
2011-10,Oxford St Ebbes (Cal Club),,35.49682306940371,,,,Oxford
2011-10,Reading - Caversham Road,47.10475106533427,,24.847603470991782,,,Reading
2011-10,Reading - Kings Road,49.671280081495176,,31.822453016439685,,,Reading
2011-10,Reading - Oxford Road,39.13719255618249,,20.4760752688172,,,Reading
2011-10,Reading Caversham Road,47.10475106533427,,24.847603470991782,,,Reading
2011-10,Reading Kings Road,49.671280081495176,,31.822453016439685,,,Reading
2011-10,Reading Oxford Road,39.13719255618249,,20.4760752688172,,,Reading
2011-10,Watford Town Hall,40.52822580645161,,21.153146117557053,,,Watford
2011-11,H&F Shepherd's Bush,82.34138352272728,,38.93555555555555,,,Hammersmith and Fulham
2011-11,Oxford High St,46.55305675805675,,26.033115271068166,,,Oxford
2011-11,Oxford St Ebbes (Cal Club),,22.604629629629624,,,,Oxford
2011-11,Reading - Caversham Road,66.58953196743578,,42.87771529066172,,,Reading
2011-11,Reading - Kings Road,59.85027219219368,,41.43839646464646,,,Reading
2011-11,Reading - Oxford Road,46.053804922660184,,30.22339555291024,,,Reading
2011-11,Reading Caversham Road,66.58953196743578,,42.87771529066172,,,Reading
2011-11,Reading Kings Road,59.85027219219368,,41.43839646464646,,,Reading
2011-11,Reading Oxford Road,46.053804922660184,,30.22339555291024,,,Reading
2011-11,Watford Town Hall,46.52651515151514,,29.815096618357483,,,Watford
2011-12,H&F Shepherd's Bush,94.66665766636523,,26.681586021505375,,,Hammersmith and Fulham
2011-12,Oxford High St,49.6866263296923,,14.35103021978022,,,Oxford
2011-12,Oxford St Ebbes (Cal Club),,39.66129032258064,,,,Oxford
2011-12,Reading - Caversham Road,39.54786964963449,,19.701534914360998,,,Reading
2011-12,Reading - Kings Road,48.59756705660857,,20.319422196796335,,,Reading
2011-12,Reading - Oxford Road,35.263452547919584,,15.215953716690047,,,Reading
2011-12,Reading Caversham Road,40.39640974906675,,20.1866742230489,,,Reading
2011-12,Reading Kings Road,49.667490884701046,,20.729964114832534,,,Reading
2011-12,Reading Oxford Road,35.82681763285024,,15.465791062801937,,,Reading
2011-12,Watford Town Hall,38.490591397849485,,15.256895745675548,,,Watford
2012-01,H&F Shepherd's Bush,86.8064286283492,,31.159755504352276,,,Hammersmith and Fulham
2012-01,Oxford High St,58.48687789536318,,20.098370627735985,,,Oxford
2012-01,Oxford St Ebbes (Cal Club),,34.93305111342195,,,,Oxford
2012-01,Reading - Caversham Road,43.019652875175304,,30.252815573082056,,,Reading
2012-01,Reading - Kings Road,57.76837308438523,,30.78346160761186,,,Reading
2012-01,Reading - Oxford Road,43.69807146154746,,22.623118279569894,,,Reading
2012-01,Reading Caversham Road,43.019652875175304,,30.252815573082056,,,Reading
2012-01,Reading Kings Road,57.76837308438523,,30.78346160761186,,,Reading
2012-01,Reading Oxford Road,43.69807146154746,,22.623118279569894,,,Reading
2012-01,Watford Town Hall,44.06632772323516,,23.4160504058821,,,Watford
2012-02,H&F Shepherd's Bush,87.01658756559219,,40.33678160919539,,,Hammersmith and Fulham
2012-02,Oxford High St,67.16310594702648,,29.56364942528735,,,Oxford
2012-02,Oxford St Ebbes (Cal Club),,28.594756193331904,,,,Oxford
2012-02,Reading - Caversham Road,48.20189114425741,,39.151332425545476,,,Reading
2012-02,Reading - Kings Road,60.94899026322067,,39.4242344898979,,,Reading
2012-02,Reading - Oxford Road,45.78612568715642,,26.478353593850844,,,Reading
2012-02,Reading Caversham Road,48.20189114425741,,39.151332425545476,,,Reading
2012-02,Reading Kings Road,60.94899026322067,,39.4242344898979,,,Reading
2012-02,Reading Oxford Road,45.78612568715642,,26.478353593850844,,,Reading
2012-02,Watford Town Hall,50.751436781609215,,30.8826211894053,,,Watford
2012-03,H&F Shepherd's Bush,92.83878747370267,,49.830673986751066,,,Hammersmith and Fulham
2012-03,Oxford High St,72.27968676951845,,37.06237090399082,,,Oxford
2012-03,Oxford St Ebbes (Cal Club),,28.526531089294064,,,,Oxford
2012-03,Reading - Caversham Road,56.978090418419825,,51.26378205128205,,,Reading
2012-03,Reading - Kings Road,76.38331784669704,,42.45808315656412,,,Reading
2012-03,Reading - Oxford Road,52.911962352150525,,37.940456989247316,,,Reading
2012-03,Reading Caversham Road,56.978090418419825,,51.26378205128205,,,Reading
2012-03,Reading Kings Road,76.38331784669704,,42.45808315656412,,,Reading
2012-03,Reading Oxford Road,52.911962352150525,,37.940456989247316,,,Reading
2012-03,Watford Town Hall,54.291725105189336,,38.11681860682561,,,Watford
2012-04,H&F Shepherd's Bush,87.17084918478261,,28.43078623188406,,,Hammersmith and Fulham
2012-04,Oxford High St,53.38403601229688,,17.02720410628019,,,Oxford
2012-04,Oxford St Ebbes (Cal Club),,49.10833333333334,,,,Oxford
2012-04,Reading - Caversham Road,38.40579365079365,,28.798194444444437,,,Reading
2012-04,Reading - Kings Road,46.60015865173474,,24.530879723179698,,,Reading
2012-04,Reading - Oxford Road,32.23221234079929,,19.13012254901961,,,Reading
2012-04,Reading Caversham Road,38.40579365079365,,28.798194444444437,,,Reading
2012-04,Reading Kings Road,46.60015865173474,,24.530879723179698,,,Reading
2012-04,Reading Oxford Road,32.23221234079929,,19.13012254901961,,,Reading
2012-04,Watford Town Hall,35.59583333333333,,17.939673913043478,,,Watford
2012-05,H&F Shepherd's Bush,91.15447534128097,,42.73363721365125,,,Hammersmith and Fulham
2012-05,Oxford High St,67.00414281059442,,23.228763440860213,,,Oxford
2012-05,Oxford St Ebbes (Cal Club),,52.20698924731183,,,,Oxford
2012-05,Reading - Caversham Road,51.81122288075354,,34.4684456992283,,,Reading
2012-05,Reading - Kings Road,52.700780585136584,,31.338054862388656,,,Reading
2012-05,Reading - Oxford Road,34.52392473118281,,27.775534446852824,,,Reading
2012-05,Reading Caversham Road,51.81122288075354,,34.4684456992283,,,Reading
2012-05,Reading Kings Road,52.700780585136584,,31.338054862388656,,,Reading
2012-05,Reading Oxford Road,34.52392473118281,,27.775534446852824,,,Reading
2012-05,Watford Town Hall,32.50946704067321,,25.11231884057971,,,Watford
2012-06,H&F Shepherd's Bush,78.93440587944662,,39.49301810676423,,,Hammersmith and Fulham
2012-06,Oxford High St,40.201992753623195,,14.737699275362319,,,Oxford
2012-06,Oxford St Ebbes (Cal Club),,44.577777777777776,,,,Oxford
2012-06,Reading - Caversham Road,40.29728271489743,,27.556174429019254,,,Reading
2012-06,Reading - Kings Road,41.037740996925784,,25.104333333333336,,,Reading
2012-06,Reading - Oxford Road,24.398198059187187,,20.772814012910167,,,Reading
2012-06,Reading Caversham Road,40.29728271489743,,27.556174429019254,,,Reading
2012-06,Reading Kings Road,41.037740996925784,,25.104333333333336,,,Reading
2012-06,Reading Oxford Road,24.398198059187187,,20.772814012910167,,,Reading
2012-06,Watford Town Hall,26.54444444444444,,16.32663043478261,,,Watford
2012-07,H&F Shepherd's Bush,100.43884702021975,,50.57633685457055,,,Hammersmith and Fulham
2012-07,Oxford High St,43.06257627365622,,16.4674853372434,,,Oxford
2012-07,Oxford St Ebbes (Cal Club),,37.79032258064515,,,,Oxford
2012-07,Reading - Caversham Road,32.73091852139407,,27.666236559139783,,,Reading
2012-07,Reading - Kings Road,39.13936845238853,,23.124743815654607,,,Reading
2012-07,Reading - Oxford Road,26.073872134809633,,16.36897435897436,,,Reading
2012-07,Reading Caversham Road,32.73091852139407,,27.666236559139783,,,Reading
2012-07,Reading Kings Road,39.13936845238853,,23.124743815654607,,,Reading
2012-07,Reading Oxford Road,26.073872134809633,,16.36897435897436,,,Reading
2012-07,Watford Town Hall,27.254224270353298,,15.498188405797098,,,Watford
2012-08,H&F Shepherd's Bush,97.61329812412342,,41.254937825995285,,,Hammersmith and Fulham
2012-08,Oxford High St,44.48842917251052,,18.659858578775125,,,Oxford
2012-08,Oxford St Ebbes (Cal Club),,33.43273039490519,,,,Oxford
2012-08,Reading - Caversham Road,47.393912892038834,,32.00038402457757,,,Reading
2012-08,Reading - Kings Road,39.91370664165195,,25.09541619359291,,,Reading
2012-08,Reading - Oxford Road,28.27649071358749,,21.19872742200328,,,Reading
2012-08,Reading Caversham Road,47.393912892038834,,32.00038402457757,,,Reading
2012-08,Reading Kings Road,39.91370664165195,,25.09541619359291,,,Reading
2012-08,Reading Oxford Road,28.27649071358749,,21.19872742200328,,,Reading
2012-08,Watford Town Hall,27.443319945599047,,17.24818153067679,,,Watford
2012-09,H&F Shepherd's Bush,107.40918752777776,,47.14548395445135,,,Hammersmith and Fulham
2012-09,Oxford High St,50.830615942028984,,17.63626811594203,,,Oxford
2012-09,Oxford St Ebbes (Cal Club),,31.577777777777786,,,,Oxford
2012-09,Reading - Caversham Road,42.73019653052261,,26.905927197802196,,,Reading
2012-09,Reading - Kings Road,45.42334076972364,,24.00734482169541,,,Reading
2012-09,Reading - Oxford Road,32.63473429951691,,18.968160933111918,,,Reading
2012-09,Reading Caversham Road,42.73019653052261,,26.905927197802196,,,Reading
2012-09,Reading Kings Road,45.42334076972364,,24.00734482169541,,,Reading
2012-09,Reading Oxford Road,32.63473429951691,,18.968160933111918,,,Reading
2012-09,Watford Town Hall,37.52916666666667,,17.397870004391745,,,Watford
2012-10,H&F Shepherd's Bush,83.50577853260869,,26.362310299564857,,,Hammersmith and Fulham
2012-10,Oxford High St,63.26771739130435,,17.00248948106592,,,Oxford
2012-10,Oxford St Ebbes (Cal Club),,27.606349206349204,,,,Oxford
2012-10,Reading - Caversham Road,53.30641653634876,,34.689247311827955,,,Reading
2012-10,Reading - Kings Road,51.93366152161578,,25.80111467236468,,,Reading
2012-10,Reading - Oxford Road,42.432310659186534,,23.40497628186877,,,Reading
2012-10,Reading Caversham Road,53.30641653634876,,34.689247311827955,,,Reading
2012-10,Reading Kings Road,51.93366152161578,,25.80111467236468,,,Reading
2012-10,Reading Oxford Road,42.432310659186534,,23.40497628186877,,,Reading
2012-10,Watford Town Hall,36.90884652981427,,19.22105734767025,,,Watford
2012-11,H&F Shepherd's Bush,94.04020865683229,,29.9096492704826,,,Hammersmith and Fulham
2012-11,Oxford High St,73.225422705314,,18.666944444444447,,,Oxford
2012-11,Oxford St Ebbes (Cal Club),,27.540686366773322,,,,Oxford
2012-11,Reading - Caversham Road,54.861874740667545,,33.70616071428572,,,Reading
2012-11,Reading - Kings Road,65.37305257682415,,27.760358511220574,,,Reading
2012-11,Reading - Oxford Road,54.74976851851852,,27.810104159239458,,,Reading
2012-11,Reading Caversham Road,54.861874740667545,,33.70616071428572,,,Reading
2012-11,Reading Kings Road,65.37305257682415,,27.760358511220574,,,Reading
2012-11,Reading Oxford Road,54.74976851851852,,27.810104159239458,,,Reading
2012-11,Watford Town Hall,47.10911835748792,,22.064924749163875,,,Watford
2012-12,H&F Shepherd's Bush,97.56988911290324,,25.276604811738054,,,Hammersmith and Fulham
2012-12,Oxford High St,61.488436002987186,,15.988319308087895,,,Oxford
2012-12,Oxford St Ebbes (Cal Club),,25.304937091893613,,,,Oxford
2012-12,Reading - Caversham Road,49.319902022929156,,26.33219962599346,,,Reading
2012-12,Reading - Kings Road,64.66912123915229,,23.92344819159336,,,Reading
2012-12,Reading - Oxford Road,43.18916225205579,,19.435215053763446,,,Reading
2012-12,Reading Caversham Road,50.03348209036013,,26.336328502415466,,,Reading
2012-12,Reading Kings Road,64.66912123915229,,24.103813131313135,,,Reading
2012-12,Reading Oxford Road,44.05172161820064,,19.416805555555563,,,Reading
2012-12,Watford Town Hall,42.634408602150536,,18.30610098176718,,,Watford
2013-01,H&F Shepherd's Bush,86.60488911290322,,26.357417683702003,,,Hammersmith and Fulham
2013-01,Oxford High St,57.740793072416714,,21.674801309022907,,,Oxford
2013-01,Oxford St Ebbes (Cal Club),,28.323619474747478,,,,Oxford
2013-01,Reading - Caversham Road,50.94625462317778,,32.78279569892473,,,Reading
2013-01,Reading - Kings Road,63.2459959524783,,29.87744379276638,,,Reading
2013-01,Reading - Oxford Road,52.60860213709678,,23.09515395894428,,,Reading
2013-01,Reading Caversham Road,50.94625462317778,,32.78279569892473,,,Reading
2013-01,Reading Kings Road,63.2459959524783,,29.87744379276638,,,Reading
2013-01,Reading Oxford Road,52.60860213709678,,23.09515395894428,,,Reading
2013-01,Watford Town Hall,46.56720430107527,,24.413633176080584,,,Watford
2013-02,H&F Shepherd's Bush,71.7603137131211,,26.41264880952381,,,Hammersmith and Fulham
2013-02,Oxford High St,68.38587228260872,,26.54360119047619,,,Oxford
2013-02,Oxford St Ebbes (Cal Club),,33.96550729166667,,,,Oxford
2013-02,Reading - Caversham Road,54.8745260407592,,35.217475414078685,,,Reading
2013-02,Reading - Kings Road,64.96785786545348,,33.17127573987434,,,Reading
2013-02,Reading Caversham Road,54.8745260407592,,35.217475414078685,,,Reading
2013-02,Reading Kings Road,64.96785786545348,,33.17127573987434,,,Reading
2013-02,Watford Town Hall,43.47036749482402,,26.017857142857146,,,Watford
2013-03,H&F Shepherd's Bush,65.93136580788602,,25.279941674734808,,,Hammersmith and Fulham
2013-03,Oxford High St,79.25139204545454,,34.88538011695907,,,Oxford
2013-03,Oxford St Ebbes (Cal Club),,42.23158709677419,,,,Oxford
2013-03,Reading - Caversham Road,69.0986708020953,,44.55329354553493,,,Reading
2013-03,Reading - Kings Road,68.73057636297091,,38.23520139522313,,,Reading
2013-03,Reading Caversham Road,69.0986708020953,,44.55329354553493,,,Reading
2013-03,Reading Kings Road,68.73057636297091,,38.23520139522313,,,Reading
2013-03,Watford Town Hall,41.98135811126695,,30.890518084066475,,,Watford
2013-04,H&F Shepherd's Bush,76.07842897727274,,27.45728507905139,,,Hammersmith and Fulham
2013-04,Oxford High St,45.136640625000005,,24.51777777777778,,,Oxford
2013-04,Oxford St Ebbes (Cal Club),,57.174274221014464,,,,Oxford
2013-04,Reading Caversham Road,40.66272673852657,,28.401666666666664,,,Reading
2013-04,Reading Kings Road,60.315240285353546,,24.55069444444444,,,Reading
2013-04,Reading Oxford Road,36.56378644401709,,16.71990295031056,,,Reading
2013-04,Watford Town Hall,32.29685990338164,,24.84521796641362,,,Watford
2013-05,H&F Shepherd's Bush,93.26394766830296,,26.725483870967746,,,Hammersmith and Fulham
2013-05,Oxford High St,57.792998330578286,,17.835967830478705,,,Oxford
2013-05,Oxford St Ebbes (Cal Club),,48.40668782141189,,,,Oxford
2013-05,Reading Caversham Road,38.44468302302477,,22.076067937438903,,,Reading
2013-05,Reading Kings Road,60.44991044354838,,14.565053763440861,,,Reading
2013-05,Reading Oxford Road,35.19298876928472,,15.696224871435247,,,Reading
2013-05,Watford Town Hall,33.943606825619455,,19.843991912715616,,,Watford
2013-06,H&F Shepherd's Bush,74.851796875,,26.75475131752306,,,Hammersmith and Fulham
2013-06,Oxford High St,50.07627833850931,,19.888471477194305,,,Oxford
2013-06,Oxford St Ebbes (Cal Club),,38.21390491013072,,,,Oxford
2013-06,Reading Caversham Road,38.591254164855066,,23.277191558441558,,,Reading
2013-06,Reading Kings Road,49.78555005277777,,23.238055555555555,,,Reading
2013-06,Reading Oxford Road,29.886465681159414,,14.678378874212212,,,Reading
2013-06,Watford Town Hall,28.800543478260874,,19.748479358805447,,,Watford
2013-07,H&F Shepherd's Bush,76.09500000000001,,,,,Hammersmith and Fulham
2013-07,Oxford High St,58.78243995441794,,22.803471248246844,,,Oxford
2013-07,Oxford St Ebbes (Cal Club),,46.60808535530621,,,,Oxford
2013-07,Reading Caversham Road,42.51154902351187,,28.553284840337266,,,Reading
2013-07,Reading Kings Road,58.61941311865144,,9.817876344086022,,,Reading
2013-07,Reading Oxford Road,35.3073147826087,,17.067642589995323,,,Reading
2013-07,Watford Town Hall,33.629149135109856,,23.47435611373199,,,Watford
2013-08,Oxford High St,43.42599929873772,,18.760642489815,,,Oxford
2013-08,Oxford St Ebbes (Cal Club),,37.04586510104552,,,,Oxford
2013-08,Reading Caversham Road,43.75405873831229,,32.0680712926365,,,Reading
2013-08,Reading Kings Road,57.278916293403896,,20.010080645161292,,,Reading
2013-08,Reading Oxford Road,30.204622806891024,,17.760320512820513,,,Reading
2013-08,Watford Town Hall,35.24211079943898,,21.677228860433626,,,Watford
2013-09,Oxford High St,46.630468750000006,,22.166859903381646,,,Oxford
2013-09,Oxford St Ebbes (Cal Club),,22.867395833333337,,,,Oxford
2013-09,Reading Caversham Road,34.66276747386913,,29.93039855072464,,,Reading
2013-09,Reading Kings Road,57.73415754693674,,26.895416666666666,,,Reading
2013-09,Reading Oxford Road,33.264871129807695,,,,,Reading
2013-09,Watford Town Hall,40.5106884057971,,25.146901468097116,,,Watford
2013-10,Oxford High St,36.81888937018451,,18.803517999064983,,,Oxford
2013-10,Oxford St Ebbes (Cal Club),,28.99934502688172,,,,Oxford
2013-10,Reading Caversham Road,33.07857356543319,,29.41973864258347,,,Reading
2013-10,Reading Kings Road,61.75771978855879,,27.54784946236559,,,Reading
2013-10,Watford Town Hall,37.37536656891495,,20.850500744508633,,,Watford
2013-11,Oxford High St,41.75604468599034,,20.7975,,,Oxford
2013-11,Oxford St Ebbes (Cal Club),,22.504168792270537,,,,Oxford
2013-11,Reading Caversham Road,37.03107297672375,,23.92726339481774,,,Reading
2013-11,Reading Kings Road,67.01598057927099,,17.263333333333332,,,Reading
2013-11,Watford Town Hall,50.725664251207725,,23.955643390426005,,,Watford
2013-12,Oxford High St,39.94554638690553,,18.804932211313698,,,Oxford
2013-12,Oxford St Ebbes (Cal Club),,34.801359946236566,,,,Oxford
2013-12,Reading Caversham Road,38.35715056451613,,25.552529022478556,,,Reading
2013-12,Reading Kings Road,56.636269713098734,,20.765994623655917,,,Reading
2013-12,Reading Oxford Road,42.94616253079709,,16.769178194993415,,,Reading
2013-12,Watford Town Hall,46.22749999999999,,22.679749827467212,,,Watford
2014-01,Oxford High St,43.3845857771261,,14.949841912412035,,,Oxford
2014-01,Oxford St Ebbes (Cal Club),,37.64737836021505,,,,Oxford
2014-01,Reading Caversham Road,39.39259781426127,,24.28258817020061,,,Reading
2014-01,Reading Kings Road,25.763060984689105,,17.246102150537634,,,Reading
2014-01,Reading Oxford Road,34.78641751846923,,13.372574747474745,,,Reading
2014-01,Watford Town Hall,41.073866292660114,,17.89474159547792,,,Watford
2014-02,Oxford High St,37.14031444099379,,14.616504917184262,,,Oxford
2014-02,Oxford St Ebbes (Cal Club),,50.01574635416667,,,,Oxford
2014-02,Reading Caversham Road,38.543804280053806,,22.166201368411517,,,Reading
2014-02,Reading Kings Road,46.05354467141749,,18.211755952380955,,,Reading
2014-02,Reading Oxford Road,31.75089664023218,,14.031682900432896,,,Reading
2014-02,Watford Town Hall,33.06424689440994,,15.926297692990236,,,Watford
2014-03,Oxford High St,62.48382933029454,,27.598077372604024,,,Oxford
2014-03,Oxford St Ebbes (Cal Club),,36.912611335302536,,,,Oxford
2014-03,Reading Caversham Road,48.18988514784946,,30.724704301075267,,,Reading
2014-03,Reading Kings Road,,,22.381451612903227,,,Reading
2014-03,Reading Oxford Road,34.968816432720786,,27.664242424242428,,,Reading
2014-03,Watford Town Hall,46.71861851332398,,31.801790016902224,,,Watford
2014-04,Oxford High St,53.25076766304349,,24.848055555555547,,,Oxford
2014-04,Oxford St Ebbes (Cal Club),,36.327283611111106,,,,Oxford
2014-04,Reading Caversham Road,39.7155916093346,,34.182512077294696,,,Reading
2014-04,Reading Kings Road,52.32817959486166,,33.92668374142702,,,Reading
2014-04,Reading Oxford Road,35.90282201086957,,23.43740755772006,,,Reading
2014-04,Watford Town Hall,40.683635265700474,,27.30703776899429,,,Watford
2014-05,Oxford High St,46.63966346153846,,18.779546517064052,,,Oxford
2014-05,Oxford St Ebbes (Cal Club),,39.16829489247312,,,,Oxford
2014-05,Reading Caversham Road,35.36143222004153,,24.233289276990263,,,Reading
2014-05,Reading Kings Road,45.97884844739071,,20.152538527475397,,,Reading
2014-05,Reading Oxford Road,30.738810483870967,,17.580169340463463,,,Reading
2014-05,Watford Town Hall,36.46513112491373,,16.95990883004613,,,Watford
2014-06,Oxford High St,43.60508999153021,,18.498674242424237,,,Oxford
2014-06,Oxford St Ebbes (Cal Club),,32.353237524154586,,,,Oxford
2014-06,Reading Caversham Road,35.300334415584416,,27.523118262297427,,,Reading
2014-06,Reading Kings Road,58.59663890457367,,26.715771458939017,,,Reading
2014-06,Reading Oxford Road,30.27248782467532,,15.769172077922075,,,Reading
2014-06,Watford Town Hall,32.669444444444444,,14.975,,,Watford
2014-07,Oxford High St,47.79584721248246,,18.79744623655914,,,Oxford
2014-07,Oxford St Ebbes (Cal Club),,43.482339678030314,,,,Oxford
2014-07,Reading Caversham Road,33.74195267390393,,23.344984354413704,,,Reading
2014-07,Reading Kings Road,51.48685417843027,,25.899809090909095,,,Reading
2014-07,Reading Oxford Road,32.60045801192146,,18.41937548192808,,,Reading
2014-07,Watford Town Hall,32.93782141187471,,14.392297163602619,,,Watford
2014-08,Oxford High St,38.94327007363253,,13.96405860852565,,,Oxford
2014-08,Oxford St Ebbes (Cal Club),,34.19416383186705,,,,Oxford
2014-08,Reading Caversham Road,35.80206607120088,,34.89779838382749,,,Reading
2014-08,Reading Kings Road,43.62713904132551,,34.84091057158977,,,Reading
2014-08,Reading Oxford Road,28.129352208976155,,16.702380679161887,,,Reading
2014-08,Watford Town Hall,31.93992519869098,,14.086594185041097,,,Watford
2014-09,Oxford High St,56.609769021739126,,25.600937803316313,,,Oxford
2014-09,Oxford St Ebbes (Cal Club),,31.90902555555556,,,,Oxford
2014-09,Reading Caversham Road,49.80207094626389,,47.997857878365764,,,Reading
2014-09,Reading Kings Road,68.8090753517316,,53.73129721124287,,,Reading
2014-09,Reading Oxford Road,46.84354619565217,,31.7,,,Reading
2014-09,Watford Town Hall,45.93179622310058,,30.77426802792936,,,Watford
2014-10,H&F Shepherd's Bush,81.2196331198498,,,,,Hammersmith and Fulham
2014-10,Oxford High St,38.590543916549784,,16.833049322113133,,,Oxford
2014-10,Oxford St Ebbes (Cal Club),,28.168569758064514,,,,Oxford
2014-10,Reading Caversham Road,43.93186810691062,,42.415577833561336,,,Reading
2014-10,Reading Kings Road,47.89599762527095,,44.64477220613265,,,Reading
2014-10,Reading Oxford Road,36.10353392356242,,22.206027349228616,,,Reading
2014-10,Watford Town Hall,37.05779569892473,,19.721812899582883,,,Watford
2014-11,H&F Shepherd's Bush,75.51370434782608,,,,,Hammersmith and Fulham
2014-11,Oxford High St,50.8675339673913,,22.37662840360123,,,Oxford
2014-11,Oxford St Ebbes (Cal Club),,17.260033194444453,,,,Oxford
2014-11,Reading Caversham Road,52.51059496846118,,50.02365836693182,,,Reading
2014-11,Reading Kings Road,52.4281093397092,,48.99635265700483,,,Reading
2014-11,Reading Oxford Road,45.49370923913043,,23.746908212560395,,,Reading
2014-11,Watford Town Hall,51.258152173913054,,26.339456521739127,,,Watford
2014-12,H&F Shepherd's Bush,85.54083187237026,,28.406974637681163,,,Hammersmith and Fulham
2014-12,Oxford High St,44.05470190092166,,18.359381411793755,,,Oxford
2014-12,Oxford St Ebbes (Cal Club),,29.165653360215053,,,,Oxford
2014-12,Reading Caversham Road,37.6155496541502,,30.40635148334923,,,Reading
2014-12,Reading Kings Road,50.89536357818476,,27.731400763799076,,,Reading
2014-12,Reading Oxford Road,36.51722827050229,,17.584188660801566,,,Reading
2014-12,Watford Town Hall,49.15860215053763,,19.029297700209753,,,Watford
2015-01,H&F Shepherd's Bush,88.94391282433381,,34.15352968676952,,,Hammersmith and Fulham
2015-01,Oxford High St,41.573404628331,,16.76234805984105,,,Oxford
2015-01,Oxford St Ebbes (Cal Club),,35.0400928763441,,,,Oxford
2015-01,Reading Caversham Road,35.71649237826653,,29.758051986414152,,,Reading
2015-01,Reading Kings Road,54.81785322102512,,22.90131314210834,,,Reading
2015-01,Reading Oxford Road,35.19438113604488,,20.132495461527718,,,Reading
2015-01,Watford Town Hall,47.609689107059374,,23.189813514405675,,,Watford
2015-02,H&F Shepherd's Bush,86.52175602590344,,36.153052012217024,,,Hammersmith and Fulham
2015-02,Oxford High St,53.76837569699321,,23.08090650291737,,,Oxford
2015-02,Oxford St Ebbes (Cal Club),,29.66686884469697,,,,Oxford
2015-02,Reading Caversham Road,44.884879790725584,,28.88364382511898,,,Reading
2015-02,Reading Kings Road,49.77617152935074,,26.265996376811582,,,Reading
2015-02,Reading Oxford Road,39.88824485636648,,25.054139610389615,,,Reading
2015-02,Watford Town Hall,46.8720238095238,,26.686226618447115,,,Watford
2015-03,H&F Shepherd's Bush,75.62411925841513,,,,,Hammersmith and Fulham
2015-03,Oxford High St,49.75081740883591,,30.35683313297268,,,Oxford
2015-03,Oxford St Ebbes (Cal Club),,44.913979569892476,,,,Oxford
2015-03,Reading Caversham Road,36.805120063759766,,25.366084827800357,,,Reading
2015-03,Reading Kings Road,44.57618845592025,,37.18866680875249,,,Reading
2015-03,Reading Oxford Road,31.42459239130435,,30.79152454721529,,,Reading
2015-03,Watford Town Hall,38.8686886395512,,30.312039701766217,,,Watford
2015-04,H&F Shepherd's Bush,82.58917592330914,,24.1707306763285,,,Hammersmith and Fulham
2015-04,Oxford High St,50.81406249999999,,24.47651156877701,,,Oxford
2015-04,Oxford St Ebbes (Cal Club),,46.00642861111111,,,,Oxford
2015-04,Reading Caversham Road,,,21.846893340519827,,,Reading
2015-04,Reading Kings Road,39.090317227109274,,36.49629629629631,,,Reading
2015-04,Reading Oxford Road,34.92656929347826,,28.821439393939393,,,Reading
